15 13 21 1 2 25 4 25 5 4 25 9 6 8 7	15 13 16 15 13 16
1 2 25 4 25 5 4 25 9 6 8 7 1 2 11	4 11 5 4 11 9
4 25 5 4 25 9 6 8 7 1 2 11 4 11 5	4 11 9 6 10 12
4 25 9 6 8 7 1 2 11 4 11 5 4 11 9	6 10 12 1 2 13
6 8 7 1 2 11 4 11 5 4 11 9 6 10 12	1 2 13 4 13 9
1 2 11 4 11 5 4 11 9 6 10 12 1 2 13	4 13 5 4 13 9
4 11 5 4 11 9 6 10 12 1 2 13 4 13 5	4 13 9 6 11 14
4 11 9 6 10 12 1 2 13 4 13 5 4 13 9	6 11 14 15 13 16
6 10 12 1 2 13 4 13 5 4 13 9 6 11 14	15 13 16 1 2 17
1 2 13 4 13 5 4 13 9 6 11 14 15 13 16	1 2 17 15 13 18
4 13 5 4 13 9 6 11 14 15 13 16 1 2 17	15 13 18 1 2 19
4 13 9 6 11 14 15 13 16 1 2 17 15 13 18	1 2 19 4 19 20
6 11 14 15 13 16 1 2 17 15 13 18 1 2 19	4 19 20 15 13 21
15 13 16 1 2 17 15 13 18 1 2 19 4 19 20	15 13 21 1 2 11
1 2 17 15 13 18 1 2 19 4 19 20 15 13 21	1 2 11 4 11 5
15 13 18 1 2 19 4 19 20 15 13 21 1 2 13	4 13 9 4 13 32
1 2 19 4 19 20 15 13 21 1 2 13 4 13 9	4 13 32 6 11 14
4 19 20 15 13 21 1 2 13 4 13 9 4 13 32	6 11 14 15 13 16
15 13 21 1 2 13 4 13 9 4 13 32 6 11 14	15 13 16 1 2 17
1 2 13 4 13 9 4 13 32 6 11 14 15 13 16	1 2 17 15 13 18
4 13 9 4 13 32 6 11 14 15 13 16 1 2 17	15 13 18 1 2 19
4 13 32 6 11 14 15 13 16 1 2 17 15 13 18	1 2 19 4 19 20
6 11 14 15 13 16 1 2 17 15 13 18 1 2 19	4 19 20 15 13 21
15 13 16 1 2 17 15 13 18 1 2 19 4 19 20	15 13 21 1 2 11
1 2 17 15 13 18 1 2 19 4 19 20 15 13 21	1 2 11 4 11 5
15 13 18 1 2 19 4 19 20 15 13 21 1 2 33	4 33 5 4 33 9
1 2 19 4 19 20 15 13 21 1 2 33 4 33 5	4 33 9 6 10 35
4 19 20 15 13 21 1 2 33 4 33 5 4 33 9	6 10 35 15 33 16
15 13 21 1 2 33 4 33 5 4 33 9 6 10 35	15 33 16 1 2 17
1 2 33 4 33 5 4 33 9 6 10 35 15 33 16	1 2 36 6 8 7
4 33 5 4 33 9 6 10 35 15 33 16 1 2 36	6 8 7 6 36 37
4 33 9 6 10 35 15 33 16 1 2 36 6 8 7	6 36 37 1 2 33
6 10 35 15 33 16 1 2 36 6 8 7 6 36 37	1 2 33 6 36 37
15 33 16 1 2 36 6 8 7 6 36 37 1 2 33	6 36 37 6 36 38
1 2 36 6 8 7 6 36 37 1 2 33 6 36 37	6 36 38 15 33 16
6 8 7 6 36 37 1 2 33 6 36 37 6 36 38	15 33 16 1 2 17
6 36 37 1 2 33 6 36 37 6 36 38 15 33 16	1 2 17 15 33 18
1 2 33 6 36 37 6 36 38 15 33 16 1 2 17	15 33 18 1 2 19
6 36 37 6 36 38 15 33 16 1 2 17 15 33 18	1 2 19 4 19 20
6 36 38 15 33 16 1 2 17 15 33 18 1 2 19	4 19 20 15 33 21
15 33 16 1 2 17 15 33 18 1 2 19 4 19 20	15 33 21 1 2 33
